Sommario profitti e perdite Realizzati e Non realizzati,Header,Tipo di attivo,Simbolo,Agg. costo,Realizzato Profitto S/T,Realizzato Perdita S/T,Realizzato Profitto L/T,Realizzato Perdita L/T,Realizzato Totale,Non realizzato Profitto S/T,Non realizzato Perdita S/T,Non realizzato Profitto L/T,Non realizzato Perdita L/T,Non realizzato Totale,Totale,Codice
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 32.5 P,0,0,-28.521216776,0,0,-28.521216776,0,0,0,0,0,-28.521216776,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 42.5 P,0,146.166036844,0,0,0,146.166036844,0,0,0,0,0,146.166036844,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 45 P,0,0,-202.051667367,0,0,-202.051667367,0,0,0,0,0,-202.051667367,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 46 P,0,17.713576921,0,0,0,17.713576921,0,0,0,0,0,17.713576921,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 48 P,0,386.225113763,0,0,0,386.225113763,0,0,0,0,0,386.225113763,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 49.5 P,0,0,-16.633510596,0,0,-16.633510596,0,0,0,0,0,-16.633510596,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 51 P,0,30.477892165,0,0,0,30.477892165,0,0,0,0,0,30.477892165,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 52.5 C,0,0,-152.047245348,0,0,-152.047245348,0,0,0,0,0,-152.047245348,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 19AUG22 57.5 C,0,0,-18.392452148,0,0,-18.392452148,0,0,0,0,0,-18.392452148,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 21OCT22 40 P,0,413.810521253,0,0,0,413.810521253,0,0,0,0,0,413.810521253,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 21OCT22 42.5 P,0,0,-1055.428079418,0,0,-1055.428079418,0,0,0,0,0,-1055.428079418,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 21OCT22 55 C,0,590.901808774,0,0,0,590.901808774,0,0,0,0,0,590.901808774,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 21OCT22 60 C,0,0,-158.939367576,0,0,-158.939367576,0,0,0,0,0,-158.939367576,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 18NOV22 50 C,0,75.957056136,0,0,0,75.957056136,0,0,0,0,0,75.957056136,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 18NOV22 55 C,0,0,-23.870369323,0,0,-23.870369323,0,0,0,0,0,-23.870369323,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 16DEC22 30 P,0,56.400133156,0,0,0,56.400133156,0,0,0,0,0,56.400133156,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 16DEC22 32.5 P,0,33.330698377,0,0,0,33.330698377,0,0,0,0,0,33.330698377,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 16DEC22 37.5 P,0,40.601381611,0,0,0,40.601381611,0,0,0,0,0,40.601381611,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 16DEC22 45 P,0,0,-140.957968409,0,0,-140.957968409,0,0,0,0,0,-140.957968409,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 16DEC22 48.5 C,0,40.259833507,0,0,0,40.259833507,0,0,0,0,0,40.259833507,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 16DEC22 52.5 C,0,32.328208739,0,0,0,32.328208739,0,0,0,0,0,32.328208739,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 16DEC22 60 C,0,0,-8.575906878,0,0,-8.575906878,0,0,0,0,0,-8.575906878,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 20JAN23 42.5 P,0,89.509013149,0,0,0,89.509013149,0,0,0,0,0,89.509013149,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 17FEB23 40 P,0,95.077315098,0,0,0,95.077315098,0,0,0,0,0,95.077315098,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,C 17MAR23 40 P,0,65.798011492,0,0,0,65.798011492,0,0,0,0,0,65.798011492,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 02SEP22 157.5 P,0,1.222885726,0,0,0,1.222885726,0,0,0,0,0,1.222885726,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 02SEP22 160 C,0,69.069047585,0,0,0,69.069047585,0,0,0,0,0,69.069047585,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 02SEP22 160 P,0,0,-251.28442391,0,0,-251.28442391,0,0,0,0,0,-251.28442391,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 02SEP22 162.5 C,0,0,-26.98320827,0,0,-26.98320827,0,0,0,0,0,-26.98320827,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 09SEP22 157.5 C,0,0,-122.638705374,0,0,-122.638705374,0,0,0,0,0,-122.638705374,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 09SEP22 160 C,0,0,-3.684693457,0,0,-3.684693457,0,0,0,0,0,-3.684693457,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16SEP22 135 P,0,0,-92.455698618,0,0,-92.455698618,0,0,0,0,0,-92.455698618,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16SEP22 140 P,0,52.664899109,0,0,0,52.664899109,0,0,0,0,0,52.664899109,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16SEP22 148 P,0,210.817250679,0,0,0,210.817250679,0,0,0,0,0,210.817250679,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16SEP22 167.5 C,0,273.427938513,0,0,0,273.427938513,0,0,0,0,0,273.427938513,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16SEP22 170 C,0,0,-191.542020327,0,0,-191.542020327,0,0,0,0,0,-191.542020327,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 130 P,0,0,-148.86643206,0,0,-148.86643206,0,0,0,0,0,-148.86643206,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 140 P,0,196.388741834,0,0,0,196.388741834,0,0,0,0,0,196.388741834,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 148 P,0,364.902693352,0,0,0,364.902693352,0,0,0,0,0,364.902693352,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 150 P,0,1350.837850782,0,0,0,1350.837850782,0,0,0,0,0,1350.837850782,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 152.5 P,0,63.563556578,0,0,0,63.563556578,0,0,0,0,0,63.563556578,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 155 P,0,0,-1747.833999277,0,0,-1747.833999277,0,0,0,0,0,-1747.833999277,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 160 C,0,0,-1283.705233717,0,0,-1283.705233717,0,0,0,0,0,-1283.705233717,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 162.5 P,0,63.796422238,0,0,0,63.796422238,0,0,0,0,0,63.796422238,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 165 P,0,118.884902241,0,0,0,118.884902241,0,0,0,0,0,118.884902241,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 170 C,0,463.826979169,0,0,0,463.826979169,0,0,0,0,0,463.826979169,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21OCT22 175 C,0,11.086284127,-271.346703873,0,0,-260.260419747,0,0,0,0,0,-260.260419747,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 18NOV22 135 P,0,0,-1071.696208976,0,0,-1071.696208976,0,0,0,0,0,-1071.696208976,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 18NOV22 145 P,0,1978.459816757,0,0,0,1978.459816757,0,0,0,0,0,1978.459816757,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 18NOV22 165 C,0,0,-2129.101124077,0,0,-2129.101124077,0,0,0,0,0,-2129.101124077,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 18NOV22 180 C,0,700.187340271,0,0,0,700.187340271,0,0,0,0,0,700.187340271,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16DEC22 140 P,0,91.531154745,0,0,0,91.531154745,0,0,0,0,0,91.531154745,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16DEC22 150 P,0,361.375826795,0,0,0,361.375826795,0,0,0,0,0,361.375826795,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16DEC22 170 C,0,0,-1582.56395773,0,0,-1582.56395773,0,0,0,0,0,-1582.56395773,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16DEC22 170 P,0,782.997021838,0,0,0,782.997021838,0,0,0,0,0,782.997021838,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16DEC22 175 C,0,0,-20.798340683,0,0,-20.798340683,0,0,0,0,0,-20.798340683,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16DEC22 175 P,0,23.14107401,0,0,0,23.14107401,0,0,0,0,0,23.14107401,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 16DEC22 190 C,0,370.348030859,0,0,0,370.348030859,0,0,0,0,0,370.348030859,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 20JAN23 170 P,0,253.709787714,0,0,0,253.709787714,0,0,0,0,0,253.709787714,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 20JAN23 175 P,0,54.899271017,0,0,0,54.899271017,0,0,0,0,0,54.899271017,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 20JAN23 185 C,0,200.36887453,0,0,0,200.36887453,0,0,0,0,0,200.36887453,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 20JAN23 190 C,0,137.942277156,0,0,0,137.942277156,0,0,0,0,0,137.942277156,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 20JAN23 195 C,0,347.308305415,0,0,0,347.308305415,0,0,0,0,0,347.308305415,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 20JAN23 220 C,0,0,-98.906278629,0,0,-98.906278629,0,0,0,0,0,-98.906278629,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 17FEB23 170 P,0,115.529816647,0,0,0,115.529816647,0,0,0,0,0,115.529816647,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 17MAR23 155 P,0,193.227598336,0,0,0,193.227598336,0,0,0,0,0,193.227598336,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 17MAR23 160 P,0,174.224365535,-2.968058864,0,0,171.256306671,0,0,0,0,0,171.256306671,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 17MAR23 195 C,0,0,0,0,0,0,155.591202151,0,0,0,155.591202151,155.591202151,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 17MAR23 220 C,0,0,0,0,0,0,0,-22.593269378,0,0,-22.593269378,-22.593269378,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,CVX 21APR23 160 P,0,0,0,0,0,0,0,-104.785314139,0,0,-104.785314139,-104.785314139,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,DBC 19JAN24 16 P,0,0,0,0,0,0,110.555307579,0,0,0,110.555307579,110.555307579,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,DBC 19JAN24 27 P,0,0,-292.55538448,0,0,-292.55538448,0,0,0,0,0,-292.55538448,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 15JUL22 34 P,0,0,-4.806913903,0,0,-4.806913903,0,0,0,0,0,-4.806913903,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 15JUL22 36 P,0,17.990163873,0,0,0,17.990163873,0,0,0,0,0,17.990163873,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 15JUL22 40 C,0,0,-4.995259004,0,0,-4.995259004,0,0,0,0,0,-4.995259004,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 25 P,0,0,-8.007958098,0,0,-8.007958098,0,0,0,0,0,-8.007958098,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 32.5 P,0,16.526171279,0,0,0,16.526171279,0,0,0,0,0,16.526171279,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 33.5 P,0,0,-69.267644694,0,0,-69.267644694,0,0,0,0,0,-69.267644694,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 35 P,0,183.844257834,0,0,0,183.844257834,0,0,0,0,0,183.844257834,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 38 C,0,122.941523867,0,0,0,122.941523867,0,0,0,0,0,122.941523867,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 40 C,0,0,-54.82221129,0,0,-54.82221129,0,0,0,0,0,-54.82221129,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 42.5 C,0,29.237291862,0,0,0,29.237291862,0,0,0,0,0,29.237291862,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 19AUG22 47.5 C,0,0,-8.508070169,0,0,-8.508070169,0,0,0,0,0,-8.508070169,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 16SEP22 30.5 P,0,218.307266411,0,0,0,218.307266411,0,0,0,0,0,218.307266411,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 16SEP22 31.5 P,0,0,-408.867410868,0,0,-408.867410868,0,0,0,0,0,-408.867410868,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 16SEP22 37 C,0,40.694850792,0,0,0,40.694850792,0,0,0,0,0,40.694850792,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 16SEP22 38.5 C,0,0,-23.827575456,0,0,-23.827575456,0,0,0,0,0,-23.827575456,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 21OCT22 22.5 P,0,7.046922766,0,0,0,7.046922766,0,0,0,0,0,7.046922766,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 21OCT22 30 C,0,33.633491976,0,0,0,33.633491976,0,0,0,0,0,33.633491976,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 21OCT22 30 P,0,0,-645.90575535,0,0,-645.90575535,0,0,0,0,0,-645.90575535,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 21OCT22 32.5 C,0,37.291253055,0,0,0,37.291253055,0,0,0,0,0,37.291253055,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 21OCT22 35 C,0,39.201539762,0,0,0,39.201539762,0,0,0,0,0,39.201539762,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 21OCT22 37.5 C,0,0,-26.67924703,0,0,-26.67924703,0,0,0,0,0,-26.67924703,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 18NOV22 19 P,0,4.150540823,0,0,0,4.150540823,0,0,0,0,0,4.150540823,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 18NOV22 20.5 P,0,17.959299713,0,0,0,17.959299713,0,0,0,0,0,17.959299713,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 18NOV22 25 P,0,22.445767613,0,0,0,22.445767613,0,0,0,0,0,22.445767613,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 18NOV22 30 C,0,0,-3.525668251,0,0,-3.525668251,0,0,0,0,0,-3.525668251,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 18NOV22 30 P,0,14.917461817,0,0,0,14.917461817,0,0,0,0,0,14.917461817,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,INTC 18NOV22 34 C,0,0,-16.550872965,0,0,-16.550872965,0,0,0,0,0,-16.550872965,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17JUN22 150.0 P,0,0,-13.785972391,0,0,-13.785972391,0,0,0,0,0,-13.785972391,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17JUN22 160.0 P,0,20.024340226,-16.079341464,0,0,3.944998762,0,0,0,0,0,3.944998762,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17JUN22 162.5 P,0,0,-14.751364534,0,0,-14.751364534,0,0,0,0,0,-14.751364534,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17JUN22 170.0 P,0,34.650989513,0,0,0,34.650989513,0,0,0,0,0,34.650989513,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 24JUN22 160 P,0,0,-9.212166818,0,0,-9.212166818,0,0,0,0,0,-9.212166818,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 24JUN22 167.5 P,0,15.517297028,0,0,0,15.517297028,0,0,0,0,0,15.517297028,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 24JUN22 175 P,0,57.021078768,0,0,0,57.021078768,0,0,0,0,0,57.021078768,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 24JUN22 177.5 C,0,0,-70.779509938,0,0,-70.779509938,0,0,0,0,0,-70.779509938,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 24JUN22 182.5 C,0,0,-0.274950471,0,0,-0.274950471,0,0,0,0,0,-0.274950471,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 01JUL22 180 C,0,0,-72.699795447,0,0,-72.699795447,0,0,0,0,0,-72.699795447,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 01JUL22 187.5 C,0,0,-1.711195756,0,0,-1.711195756,0,0,0,0,0,-1.711195756,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 08JUL22 167.5 P,0,0,-3.833676417,0,0,-3.833676417,0,0,0,0,0,-3.833676417,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 08JUL22 175 P,0,31.819483386,0,0,0,31.819483386,0,0,0,0,0,31.819483386,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 08JUL22 180 C,0,37.465205976,0,0,0,37.465205976,0,0,0,0,0,37.465205976,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 08JUL22 187.5 C,0,0,-8.045825234,0,0,-8.045825234,0,0,0,0,0,-8.045825234,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 165 P,0,0,-5.888606738,0,0,-5.888606738,0,0,0,0,0,-5.888606738,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 175 C,0,0,-212.920835546,0,0,-212.920835546,0,0,0,0,0,-212.920835546,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 175 P,0,0,-171.454403087,0,0,-171.454403087,0,0,0,0,0,-171.454403087,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 177.5 C,0,21.155851681,0,0,0,21.155851681,0,0,0,0,0,21.155851681,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 180 C,0,21.375338227,-7.46491222,0,0,13.910426007,0,0,0,0,0,13.910426007,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 182.5 C,0,61.171881004,0,0,0,61.171881004,0,0,0,0,0,61.171881004,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 185 C,0,54.383455944,0,0,0,54.383455944,0,0,0,0,0,54.383455944,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 187.5 C,0,0,-19.051940084,0,0,-19.051940084,0,0,0,0,0,-19.051940084,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 15JUL22 195 C,0,0,-4.594275937,0,0,-4.594275937,0,0,0,0,0,-4.594275937,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 22JUL22 162.5 P,0,0,-21.259621441,0,0,-21.259621441,0,0,0,0,0,-21.259621441,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 22JUL22 167.5 P,0,0,-86.420139479,0,0,-86.420139479,0,0,0,0,0,-86.420139479,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 22JUL22 170 P,0,43.003731535,0,0,0,43.003731535,0,0,0,0,0,43.003731535,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 22JUL22 172.5 P,0,293.011797848,0,0,0,293.011797848,0,0,0,0,0,293.011797848,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 22JUL22 175 P,0,0,-1230.293482534,0,0,-1230.293482534,0,0,0,0,0,-1230.293482534,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 22JUL22 182.5 C,0,56.727793139,0,0,0,56.727793139,0,0,0,0,0,56.727793139,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 22JUL22 190 C,0,0,-10.452052002,0,0,-10.452052002,0,0,0,0,0,-10.452052002,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 29JUL22 165 P,0,0,-49.571284087,0,0,-49.571284087,0,0,0,0,0,-49.571284087,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 29JUL22 167.5 P,0,53.129469308,-92.324601455,0,0,-39.195132147,0,0,0,0,0,-39.195132147,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 29JUL22 170 P,0,220.161311347,0,0,0,220.161311347,0,0,0,0,0,220.161311347,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 05AUG22 167.5 P,0,0,-146.337642152,0,0,-146.337642152,0,0,0,0,0,-146.337642152,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 05AUG22 170 P,0,267.777716695,0,0,0,267.777716695,0,0,0,0,0,267.777716695,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 12AUG22 172.5 C,0,0.408845832,0,0,0,0.408845832,0,0,0,0,0,0.408845832,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 12AUG22 175 C,0,6.877699846,0,0,0,6.877699846,0,0,0,0,0,6.877699846,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 12AUG22 177.5 C,0,0,-7.423514022,0,0,-7.423514022,0,0,0,0,0,-7.423514022,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 155 P,0,0,-77.520783061,0,0,-77.520783061,0,0,0,0,0,-77.520783061,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 160 P,0,0,-0.75407179,0,0,-0.75407179,0,0,0,0,0,-0.75407179,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 162.5 P,0,0,-93.3113459,0,0,-93.3113459,0,0,0,0,0,-93.3113459,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 165 P,0,113.454817125,0,0,0,113.454817125,0,0,0,0,0,113.454817125,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 167.5 P,0,39.993901632,-229.867900524,0,0,-189.873998891,0,0,0,0,0,-189.873998891,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 170 C,0,0,-1.598441888,0,0,-1.598441888,0,0,0,0,0,-1.598441888,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 170 P,0,184.020776798,-444.879609099,0,0,-260.858832301,0,0,0,0,0,-260.858832301,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 172.5 C,0,159.228745784,-48.328355592,0,0,110.900390192,0,0,0,0,0,110.900390192,
